url,page_type,http_status,canonical,robots,sitemap_membership,crawl_depth,incoming_links,indexability,reason
/puppies/berry-female-1,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/berry-female-1,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/berry-female-2,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/berry-female-2,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/berry-female-3,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/berry-female-3,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/berry-female-4,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/berry-female-4,"default index,follow",YES,2,4,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/bianca-female,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/bianca-female,"default index,follow",YES,2,4,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/bianca-female-1,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/bianca-female-1,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/biscuit-male-1,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/biscuit-male-1,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/biscuit-male-2,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/biscuit-male-2,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/biscuit-male-3,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/biscuit-male-3,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/bomi-male,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/bomi-male,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/boo-male-3,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/boo-male-3,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/boomer-male,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/boomer-male,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/boomer-male-1,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/boomer-male-1,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/brownie-male,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/brownie-male,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/butters-female,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/butters-female,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/butters-male-1,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/butters-male-1,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/camille-female-3,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/camille-female-3,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/celine-female-1,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/celine-female-1,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/celine-female-2,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/celine-female-2,"default index,follow",YES,2,3,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/chanel-female-2,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/chanel-female-2,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/chanel-female-3,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/chanel-female-3,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/charlotte-female,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/charlotte-female,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/chase-male,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/chase-male,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/cher-female,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/cher-female,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/chico-male,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/chico-male,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/chloe-female-3,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/chloe-female-3,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/chloe-female-4,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/chloe-female-4,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/chloe-female-5,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/chloe-female-5,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/chloe-female-6,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/chloe-female-6,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/chloe-female-8,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/chloe-female-8,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/cinnamon-female-3,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/cinnamon-female-3,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/cinnamon-female-4,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/cinnamon-female-4,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/cloud-female-1,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/cloud-female-1,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/cloud-female-2,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/cloud-female-2,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/coco-female-6,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/coco-female-6,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
