url,http_status,final_url,redirect_chain,robots_directive,canonical,canonical_count,title,meta_description,h1,content_available,incoming_internal_links,internal_outgoing_links,schema,sitemap_membership,crawl_depth,indexability
/breeds/king-charles,200,https://www.pottyregisteredpuppies.com/breeds/king-charles,,"default index,follow",https://www.pottyregisteredpuppies.com/breeds/king-charles,1,Cavalier King Charles Spaniel Puppies for Sale UK | Potty Registered Puppies,"Gentle and affectionate lap companions, Cavalier King Charles Spaniels adapt beautifully to homes of all sizes across the UK and love being close to their people. Find Cavalier King Charles Spaniel puppies for sale in the UK at Potty Registered Puppies.",Cavalier King Charles Spaniel,YES,2,21,Organization|WebSite|BreadcrumbList|WebPage,YES,1,INDEXABLE
/breeds/maltese,200,https://www.pottyregisteredpuppies.com/breeds/maltese,,"default index,follow",https://www.pottyregisteredpuppies.com/breeds/maltese,1,Maltese Puppies for Sale UK | Potty Registered Puppies,"One of the oldest and most refined toy breeds, the Maltese is a silky-coated, gentle companion loved across the UK for its grace, charm, and unwavering devotion. Find Maltese puppies for sale in the UK at Potty Registered Puppies.",Maltese,YES,17,36,Organization|WebSite|BreadcrumbList|WebPage,YES,1,INDEXABLE
/breeds/maltipom,200,https://www.pottyregisteredpuppies.com/breeds/maltipom,,"default index,follow",https://www.pottyregisteredpuppies.com/breeds/maltipom,1,Maltipom Puppies for Sale UK | Potty Registered Puppies,"A rare and delightful blend of Maltese and Pomeranian, Maltipoms combine gentle sweetness with playful confidence — a sought-after companion in the UK. Find Maltipom puppies for sale in the UK at Potty Registered Puppies.",Maltipom,YES,2,23,Organization|WebSite|BreadcrumbList|WebPage,YES,1,INDEXABLE
/breeds/maltipoo,200,https://www.pottyregisteredpuppies.com/breeds/maltipoo,,"default index,follow",https://www.pottyregisteredpuppies.com/breeds/maltipoo,1,Maltipoo Puppies for Sale UK | Potty Registered Puppies,"A charming cross between the Maltese and Poodle, Maltipoos are affectionate, low-shedding companions perfectly suited to families and individuals across the UK. Find Maltipoo puppies for sale in the UK at Potty Registered Puppies.",Maltipoo,YES,12,110,Organization|WebSite|BreadcrumbList|WebPage,YES,1,INDEXABLE
/breeds/maltitzu,200,https://www.pottyregisteredpuppies.com/breeds/maltitzu,,"default index,follow",https://www.pottyregisteredpuppies.com/breeds/maltitzu,1,Maltitzu Puppies for Sale UK | Potty Registered Puppies,"A cross between the Maltese and Shih Tzu, Maltitzus are gentle, adaptable companions with a luxurious coat and calm temperament — perfectly suited to UK family life. Find Maltitzu puppies for sale in the UK at Potty Registered Puppies.",Maltitzu,YES,2,22,Organization|WebSite|BreadcrumbList|WebPage,YES,1,INDEXABLE
/breeds/mame-shiba,200,https://www.pottyregisteredpuppies.com/breeds/mame-shiba,,"default index,follow",https://www.pottyregisteredpuppies.com/breeds/mame-shiba,1,Mame Shiba Inu Puppies for Sale UK | Potty Registered Puppies,"The miniature &#x27;Mame&#x27; Shiba Inu is a rare and captivating Japanese breed with an alert, fox-like face and bold spirit — a truly distinctive companion for UK enthusiasts. Find Mame Shiba Inu puppies for sale in the UK at Potty Registered Puppies.",Mame Shiba Inu,YES,2,19,Organization|WebSite|BreadcrumbList|WebPage,YES,1,INDEXABLE
/breeds/mauzer,200,https://www.pottyregisteredpuppies.com/breeds/mauzer,,"default index,follow",https://www.pottyregisteredpuppies.com/breeds/mauzer,1,Mauzer Puppies for Sale UK | Potty Registered Puppies,"A spirited cross between the Maltese and Miniature Schnauzer, Mauzers inherit the Maltese&#x27;s gentle nature and the Schnauzer&#x27;s intelligence — a loyal, energetic companion for UK families. Find Mauzer puppies for sale in the UK at Potty Registered Puppies.",Mauzer,YES,2,19,Organization|WebSite|BreadcrumbList|WebPage,YES,1,INDEXABLE
/breeds/mini-schnauzer,200,https://www.pottyregisteredpuppies.com/breeds/mini-schnauzer,,"default index,follow",https://www.pottyregisteredpuppies.com/breeds/mini-schnauzer,1,Miniature Schnauzer Puppies for Sale UK | Potty Registered Puppies,"Robust, spirited, and endearingly whiskered, the Miniature Schnauzer is one of the most popular terrier breeds in the UK — intelligent, loyal, and famously low-shedding. Find Miniature Schnauzer puppies for sale in the UK at Potty Registered Puppies.",Miniature Schnauzer,YES,2,21,Organization|WebSite|BreadcrumbList|WebPage,YES,1,INDEXABLE
/breeds/morkie,200,https://www.pottyregisteredpuppies.com/breeds/morkie,,"default index,follow",https://www.pottyregisteredpuppies.com/breeds/morkie,1,Morkie Puppies for Sale UK | Potty Registered Puppies,"A delightful cross between the Maltese and Yorkshire Terrier, Morkies pack enormous personality into a tiny frame — spirited, loving companions popular throughout the UK. Find Morkie puppies for sale in the UK at Potty Registered Puppies.",Morkie,YES,19,23,Organization|WebSite|BreadcrumbList|WebPage,YES,1,INDEXABLE
/breeds/pomapoo,200,https://www.pottyregisteredpuppies.com/breeds/pomapoo,,"default index,follow",https://www.pottyregisteredpuppies.com/breeds/pomapoo,1,Pomapoo Puppies for Sale UK | Potty Registered Puppies,"A sweet cross between the Pomeranian and Toy Poodle, Pomapoos are cheerful, low-shedding companions with a fluffy coat and lively personality — perfect for UK households. Find Pomapoo puppies for sale in the UK at Potty Registered Puppies.",Pomapoo,YES,2,19,Organization|WebSite|BreadcrumbList|WebPage,YES,1,INDEXABLE
/breeds/pomeranian,200,https://www.pottyregisteredpuppies.com/breeds/pomeranian,,"default index,follow",https://www.pottyregisteredpuppies.com/breeds/pomeranian,1,Pomeranian Puppies for Sale UK | Potty Registered Puppies,"Bold, lively, and full of personality despite their tiny frame, Pomeranians are one of the most popular teacup breeds in the UK — devoted companions with a lion-like spirit. Find Pomeranian puppies for sale in the UK at Potty Registered Puppies.",Pomeranian,YES,14,86,Organization|WebSite|BreadcrumbList|WebPage,YES,1,INDEXABLE
/breeds/pomsky,200,https://www.pottyregisteredpuppies.com/breeds/pomsky,,"default index,follow",https://www.pottyregisteredpuppies.com/breeds/pomsky,1,Pomsky Puppies for Sale UK | Potty Registered Puppies,"A striking cross between the Pomeranian and Siberian Husky, Pomskies combine the Husky&#x27;s beautiful markings with a compact, manageable size — ideal for UK homes. Find Pomsky puppies for sale in the UK at Potty Registered Puppies.",Pomsky,YES,16,39,Organization|WebSite|BreadcrumbList|WebPage,YES,1,INDEXABLE
/breeds/poodle,200,https://www.pottyregisteredpuppies.com/breeds/poodle,,"default index,follow",https://www.pottyregisteredpuppies.com/breeds/poodle,1,Poodle Puppies for Sale UK | Potty Registered Puppies,"Elegant and remarkably intelligent, Poodles are trainable, low-shedding companions available in toy and teacup sizes — ideal for UK homes of all sizes. Find Poodle puppies for sale in the UK at Potty Registered Puppies.",Poodle,YES,13,130,Organization|WebSite|BreadcrumbList|WebPage,YES,1,INDEXABLE
/breeds/pug,200,https://www.pottyregisteredpuppies.com/breeds/pug,,"default index,follow",https://www.pottyregisteredpuppies.com/breeds/pug,1,Pug Puppies for Sale UK | Potty Registered Puppies,"Charming, mischievous, and endlessly entertaining, the Pug is one of the UK&#x27;s most recognisable breeds — a compact, devoted companion with a big personality. Find Pug puppies for sale in the UK at Potty Registered Puppies.",Pug,YES,2,19,Organization|WebSite|BreadcrumbList|WebPage,YES,1,INDEXABLE
/breeds/shih-zhu,200,https://www.pottyregisteredpuppies.com/breeds/shih-zhu,,"default index,follow",https://www.pottyregisteredpuppies.com/breeds/shih-zhu,1,Shih Tzu Puppies for Sale UK | Potty Registered Puppies,"Originally bred for Chinese royalty, the Shih Tzu is a trusting, affectionate companion with a flowing coat and gentle temperament — one of the UK&#x27;s most cherished toy breeds. Find Shih Tzu puppies for sale in the UK at Potty Registered Puppies.",Shih Tzu,YES,2,19,Organization|WebSite|BreadcrumbList|WebPage,YES,1,INDEXABLE
/breeds/yorkie,200,https://www.pottyregisteredpuppies.com/breeds/yorkie,,"default index,follow",https://www.pottyregisteredpuppies.com/breeds/yorkie,1,Yorkshire Terrier Puppies for Sale UK | Potty Registered Puppies,"One of Britain&#x27;s most beloved toy breeds, Yorkshire Terriers are spirited, affectionate companions with a silky coat and larger-than-life personality that wins hearts across the UK. Find Yorkshire Terrier puppies for sale in the UK at Potty Registered Puppies.",Yorkshire Terrier,YES,15,43,Organization|WebSite|BreadcrumbList|WebPage,YES,1,INDEXABLE
/contact,200,https://www.pottyregisteredpuppies.com/contact,,"default index,follow",https://www.pottyregisteredpuppies.com/contact,1,Contact Potty Registered Puppies | UK Puppy Enquiries,"Send Potty Registered Puppies an enquiry about a puppy, breed, viewing, or the puppy-buying process. We are here to help UK families ask the right questions.",How can we help?,YES,5,15,Organization|WebSite,YES,1,INDEXABLE
/guides,200,https://www.pottyregisteredpuppies.com/guides,,"index, follow",https://www.pottyregisteredpuppies.com/guides,1,Puppy Buyer Guide UK | Potty Registered Puppies,"Practical UK guidance for choosing, preparing for, and caring for a new puppy. Written to help families make a confident, informed decision.",Buyer guide,YES,3,27,Organization|WebSite,YES,1,INDEXABLE
/guides?category=Getting%20Started,200,https://www.pottyregisteredpuppies.com/guides?category=Getting%20Started,,"noindex, follow",https://www.pottyregisteredpuppies.com/guides,1,Puppy Buyer Guide UK | Potty Registered Puppies,"Practical UK guidance for choosing, preparing for, and caring for a new puppy. Written to help families make a confident, informed decision.",Buyer guide,YES,1,22,Organization|WebSite,NO,2,NOINDEX
/guides?category=Guidance,200,https://www.pottyregisteredpuppies.com/guides?category=Guidance,,"noindex, follow",https://www.pottyregisteredpuppies.com/guides,1,Puppy Buyer Guide UK | Potty Registered Puppies,"Practical UK guidance for choosing, preparing for, and caring for a new puppy. Written to help families make a confident, informed decision.",Buyer guide,YES,3,22,Organization|WebSite,NO,2,NOINDEX
/guides?category=Health,200,https://www.pottyregisteredpuppies.com/guides?category=Health,,"noindex, follow",https://www.pottyregisteredpuppies.com/guides,1,Puppy Buyer Guide UK | Potty Registered Puppies,"Practical UK guidance for choosing, preparing for, and caring for a new puppy. Written to help families make a confident, informed decision.",Buyer guide,YES,5,22,Organization|WebSite,NO,2,NOINDEX
/guides?category=Lifestyle,200,https://www.pottyregisteredpuppies.com/guides?category=Lifestyle,,"noindex, follow",https://www.pottyregisteredpuppies.com/guides,1,Puppy Buyer Guide UK | Potty Registered Puppies,"Practical UK guidance for choosing, preparing for, and caring for a new puppy. Written to help families make a confident, informed decision.",Buyer guide,YES,6,22,Organization|WebSite,NO,2,NOINDEX
/guides?category=Preparation,200,https://www.pottyregisteredpuppies.com/guides?category=Preparation,,"noindex, follow",https://www.pottyregisteredpuppies.com/guides,1,Puppy Buyer Guide UK | Potty Registered Puppies,"Practical UK guidance for choosing, preparing for, and caring for a new puppy. Written to help families make a confident, informed decision.",Buyer guide,YES,2,22,Organization|WebSite,NO,2,NOINDEX
/guides?category=Training,200,https://www.pottyregisteredpuppies.com/guides?category=Training,,"noindex, follow",https://www.pottyregisteredpuppies.com/guides,1,Puppy Buyer Guide UK | Potty Registered Puppies,"Practical UK guidance for choosing, preparing for, and caring for a new puppy. Written to help families make a confident, informed decision.",Buyer guide,YES,4,22,Organization|WebSite,NO,2,NOINDEX
/guides/choosing-the-right-breed,200,https://www.pottyregisteredpuppies.com/guides/choosing-the-right-breed,,"default index,follow",https://www.pottyregisteredpuppies.com/guides/choosing-the-right-breed,1,Choosing the Right Breed for Your Family | Potty Registered Puppies,"Understand how energy levels, living space, and lifestyle shape the right match between a breed and your household.",Choosing the Right Breed for Your Family,YES,24,18,Organization|WebSite|BreadcrumbList|Article,YES,1,INDEXABLE
/guides/health-and-care,200,https://www.pottyregisteredpuppies.com/guides/health-and-care,,"default index,follow",https://www.pottyregisteredpuppies.com/guides/health-and-care,1,Health & Care in the First Months | Potty Registered Puppies,"What to expect from early veterinary care, nutrition, and everyday wellbeing.",Health & Care in the First Months,YES,41,18,Organization|WebSite|BreadcrumbList|Article,YES,1,INDEXABLE
/guides/pet-insurance-guide,200,https://www.pottyregisteredpuppies.com/guides/pet-insurance-guide,,"default index,follow",https://www.pottyregisteredpuppies.com/guides/pet-insurance-guide,1,Pet Insurance for Puppies: What UK Owners Need to Know | Potty Registered Puppies,"A clear-headed look at the types of cover available in the UK, what the small print typically excludes, and how to choose a policy that will still be worth having in five years.",Pet Insurance for Puppies: What UK Owners Need to Know,YES,3,17,Organization|WebSite|BreadcrumbList|Article,YES,1,INDEXABLE
/guides/preparing-for-a-puppy,200,https://www.pottyregisteredpuppies.com/guides/preparing-for-a-puppy,,"default index,follow",https://www.pottyregisteredpuppies.com/guides/preparing-for-a-puppy,1,Preparing Your Home for a New Puppy | Potty Registered Puppies,"A practical checklist for setting up a safe, comfortable space before your puppy arrives.",Preparing Your Home for a New Puppy,YES,18,17,Organization|WebSite|BreadcrumbList|Article,YES,1,INDEXABLE
/guides/puppy-training-basics,200,https://www.pottyregisteredpuppies.com/guides/puppy-training-basics,,"default index,follow",https://www.pottyregisteredpuppies.com/guides/puppy-training-basics,1,Puppy Training Basics: Building Good Habits Early | Potty Registered Puppies,"How to start training your puppy from day one — covering recall, crate manners, loose-lead walking, and the reward-based methods that actually work.",Puppy Training Basics: Building Good Habits Early,YES,13,17,Organization|WebSite|BreadcrumbList|Article,YES,1,INDEXABLE
/guides/questions-to-ask,200,https://www.pottyregisteredpuppies.com/guides/questions-to-ask,,"default index,follow",https://www.pottyregisteredpuppies.com/guides/questions-to-ask,1,Questions to Ask Before You Commit | Potty Registered Puppies,"The important questions that help you make an informed, confident decision about a puppy.",Questions to Ask Before You Commit,YES,32,18,Organization|WebSite|BreadcrumbList|Article,YES,1,INDEXABLE
/guides/travelling-with-your-puppy,200,https://www.pottyregisteredpuppies.com/guides/travelling-with-your-puppy,,"default index,follow",https://www.pottyregisteredpuppies.com/guides/travelling-with-your-puppy,1,Travelling with Your Puppy: Car Trips and Holidays | Potty Registered Puppies,How to help your puppy travel calmly and safely — from the first car journey home to longer UK road trips and holidays with dogs.,Travelling with Your Puppy: Car Trips and Holidays,YES,3,17,Organization|WebSite|BreadcrumbList|Article,YES,1,INDEXABLE
/puppies,200,https://www.pottyregisteredpuppies.com/puppies,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies,1,Teacup & Toy Puppies for Sale UK | Potty Registered Puppies,"Browse teacup and toy puppies for sale across the UK. Filter by breed, sex, and age to find your perfect companion. All listings at Potty Registered Puppies.",Puppies for Sale in the UK,YES,1,405,Organization|WebSite|BreadcrumbList|ItemList,YES,1,INDEXABLE
/puppies/aaron-male-2,200,https://www.pottyregisteredpuppies.com/puppies/aaron-male-2,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/aaron-male-2,1,Aaron — Maltipom Puppy | aaron-male-2 | Potty Registered Puppies,"Meet Aaron, a MERLE Maltipom puppy available to enquire about. 12 weeks old, male. Enquire with Potty Registered Puppies. Listing reference: aaron-male-2.",Aaron,YES,4,21,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/agatha-female-3,200,https://www.pottyregisteredpuppies.com/puppies/agatha-female-3,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/agatha-female-3,1,Agatha — Poodle Puppy | agatha-female-3 | Potty Registered Puppies,"Meet Agatha, a PARTI Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: agatha-female-3.",Agatha,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/agatha-female-4,200,https://www.pottyregisteredpuppies.com/puppies/agatha-female-4,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/agatha-female-4,1,Agatha — Poodle Puppy | agatha-female-4 | Potty Registered Puppies,"Meet Agatha, a APRICOT Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: agatha-female-4.",Agatha,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/agatha-female-5,200,https://www.pottyregisteredpuppies.com/puppies/agatha-female-5,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/agatha-female-5,1,Agatha — Poodle Puppy | agatha-female-5 | Potty Registered Puppies,"Meet Agatha, a APRICOT Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: agatha-female-5.",Agatha,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/agatha-female-6,200,https://www.pottyregisteredpuppies.com/puppies/agatha-female-6,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/agatha-female-6,1,Agatha — Poodle Puppy | agatha-female-6 | Potty Registered Puppies,"Meet Agatha, a RED Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: agatha-female-6.",Agatha,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/agatha-female-7,200,https://www.pottyregisteredpuppies.com/puppies/agatha-female-7,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/agatha-female-7,1,Agatha — Poodle Puppy | agatha-female-7 | Potty Registered Puppies,"Meet Agatha, a APRICOT Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: agatha-female-7.",Agatha,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/alfie-male,200,https://www.pottyregisteredpuppies.com/puppies/alfie-male,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/alfie-male,1,Alfie — King Charles Puppy | alfie-male | Potty Registered Puppies,"Meet Alfie, a BLENHEIM King Charles puppy available to enquire about. 12 weeks old, male. Enquire with Potty Registered Puppies. Listing reference: alfie-male.",Alfie,YES,4,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/amber-female,200,https://www.pottyregisteredpuppies.com/puppies/amber-female,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/amber-female,1,Amber — Poodle Puppy | amber-female | Potty Registered Puppies,"Meet Amber, a RED Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: amber-female.",Amber,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/amber-female-1,200,https://www.pottyregisteredpuppies.com/puppies/amber-female-1,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/amber-female-1,1,Amber — Poodle Puppy | amber-female-1 | Potty Registered Puppies,"Meet Amber, a RED Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: amber-female-1.",Amber,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/amber-female-2,200,https://www.pottyregisteredpuppies.com/puppies/amber-female-2,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/amber-female-2,1,Amber — Poodle Puppy | amber-female-2 | Potty Registered Puppies,"Meet Amber, a APRICOT Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: amber-female-2.",Amber,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/amber-female-3,200,https://www.pottyregisteredpuppies.com/puppies/amber-female-3,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/amber-female-3,1,Amber — Poodle Puppy | amber-female-3 | Potty Registered Puppies,"Meet Amber, a RED Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: amber-female-3.",Amber,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/amber-female-4,200,https://www.pottyregisteredpuppies.com/puppies/amber-female-4,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/amber-female-4,1,Amber — Poodle Puppy | amber-female-4 | Potty Registered Puppies,"Meet Amber, a CREAM Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: amber-female-4.",Amber,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/amber-female-5,200,https://www.pottyregisteredpuppies.com/puppies/amber-female-5,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/amber-female-5,1,Amber — Poodle Puppy | amber-female-5 | Potty Registered Puppies,"Meet Amber, a RED Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: amber-female-5.",Amber,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/amber-female-6,200,https://www.pottyregisteredpuppies.com/puppies/amber-female-6,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/amber-female-6,1,Amber — Poodle Puppy | amber-female-6 | Potty Registered Puppies,"Meet Amber, a RED Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: amber-female-6.",Amber,YES,3,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/amelia-female-4,200,https://www.pottyregisteredpuppies.com/puppies/amelia-female-4,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/amelia-female-4,1,Amelia — Poodle Puppy | amelia-female-4 | Potty Registered Puppies,"Meet Amelia, a RED Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: amelia-female-4.",Amelia,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/amelia-female-5,200,https://www.pottyregisteredpuppies.com/puppies/amelia-female-5,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/amelia-female-5,1,Amelia — Poodle Puppy | amelia-female-5 | Potty Registered Puppies,"Meet Amelia, a RED Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: amelia-female-5.",Amelia,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/amelia-female-6,200,https://www.pottyregisteredpuppies.com/puppies/amelia-female-6,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/amelia-female-6,1,Amelia — Poodle Puppy | amelia-female-6 | Potty Registered Puppies,"Meet Amelia, a CREAM Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: amelia-female-6.",Amelia,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/amelia-female-7,200,https://www.pottyregisteredpuppies.com/puppies/amelia-female-7,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/amelia-female-7,1,Amelia — Poodle Puppy | amelia-female-7 | Potty Registered Puppies,"Meet Amelia, a APRICOT Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: amelia-female-7.",Amelia,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/archie-male,200,https://www.pottyregisteredpuppies.com/puppies/archie-male,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/archie-male,1,Archie — Maltese Puppy | archie-male | Potty Registered Puppies,"Meet Archie, a WHITE Maltese puppy available to enquire about. 12 weeks old, male. Enquire with Potty Registered Puppies. Listing reference: archie-male.",Archie,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
